날짜,요일,시간,,토론,긍부정여부,예측한 날,2,1
2020년 9월 4일 금요일,금요일,0,4,낼 반전기대,0,2020년 9월 4일 금요일,,
2020년 9월 4일 금요일,금요일,0,0,월봉상 60일선찍으로갈듯,1,2020년 9월 4일 금요일,,
2020년 9월 5일 토요일,토요일,23,31,카카오는,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,23,11,유상증자 한 테슬라... 대주주 가 판 아이폰...,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,22,48,((인물관련검색어))작년 호소한 사람은 나혼자였음,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,22,45,"안티는 언제, 어디나 있다.",1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,22,6,언택트 또 가겠네,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,21,55,"진중권 ""秋 몰래 전화했다?…그럼, 秋 보좌관 아닌 秋의 아들 보좌관이냐""",1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,21,0,카카오는 상승-조정,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,20,47,카카오,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,19,35,카카오 카카오 신나는노래~,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,19,13,대가리 돌로가득 찬 아이디,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,19,5,가치주냐 성장주냐?,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,18,54,태슬라ㅡ시간외떡락ㆍ탈락,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,17,57,새로운,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,17,6,오늘도 안심,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,16,54,멍청한 새키들,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,16,51,카카오는 폭락한다.,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,16,50,카카오는 폭락한다.,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,16,45,미국도 공매도 금지냐?,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,8,51,서학개미들,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,8,25,나스닥 선방으로 월요일 소폭 상승 예상,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,5,11,비비빅뉴딜킵,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,1,47,궁금한게 평단가보다 떨어지면 물타면 되지 않나요?,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,1,22,"""러시아 코로나19 백신 임상시험서 전원 항체 형성""",1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,1,4,신난다~~~~,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,37,주식 끝물이네 ㅋㅋㅋㅋㅋ,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,37,고평가,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,21,하한가~하한가 ~신나는 노래~,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,21,나스닥 개 폭락,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,18,깜깜이 투자하던 흑우 개미들,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,9,야들아! 세상 망했니?,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,5,카카오 거품,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,3,가끔은 안티들 말도 들어야 한다.,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,0,주식 본좌가 말했제?,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,23,31,카카오는,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,23,11,유상증자 한 테슬라... 대주주 가 판 아이폰...,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,22,48,((인물관련검색어))작년 호소한 사람은 나혼자였음,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,22,45,"안티는 언제, 어디나 있다.",1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,22,6,언택트 또 가겠네,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,21,55,"진중권 ""秋 몰래 전화했다?…그럼, 秋 보좌관 아닌 秋의 아들 보좌관이냐""",1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,21,0,카카오는 상승-조정,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,20,47,카카오,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,19,35,카카오 카카오 신나는노래~,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,19,13,대가리 돌로가득 찬 아이디,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,19,5,가치주냐 성장주냐?,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,18,54,태슬라ㅡ시간외떡락ㆍ탈락,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,17,57,새로운,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,17,6,오늘도 안심,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,16,54,멍청한 새키들,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,16,51,카카오는 폭락한다.,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,16,50,카카오는 폭락한다.,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,16,45,미국도 공매도 금지냐?,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,15,5,대재앙의 시대 : 서민정책 시무7조,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,11,31,시초가 줍줍이,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,11,9,폭락이 맞긴한데 인정 못하겠다는 분위기..,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,9,53,화요일 미장,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,9,44,카카오게임,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,9,25,신용융자잔고 16조5555억원! 신용개미들 깡통찬대잉,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,9,12,난리났네~개미들 미장 선방했다고~ㅋㅋ,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,9,10,시간외 폭락이어져~,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,8,51,서학개미들,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,8,25,나스닥 선방으로 월요일 소폭 상승 예상,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,5,11,비비빅뉴딜킵,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,1,47,궁금한게 평단가보다 떨어지면 물타면 되지 않나요?,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,1,22,"""러시아 코로나19 백신 임상시험서 전원 항체 형성""",1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,1,4,신난다~~~~,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,37,주식 끝물이네 ㅋㅋㅋㅋㅋ,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,37,고평가,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,21,하한가~하한가 ~신나는 노래~,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,21,나스닥 개 폭락,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,18,깜깜이 투자하던 흑우 개미들,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,9,야들아! 세상 망했니?,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,5,카카오 거품,0,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,3,가끔은 안티들 말도 들어야 한다.,1,2020년 9월 7일 월요일,,
2020년 9월 5일 토요일,토요일,0,0,주식 본좌가 말했제?,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,23,46,내가 말하고싶은건,0,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,23,6,갑자기 든 생각인데....,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,22,48,주식계속할거죠?,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,22,28,nice**** 카카오 걱정마라! 니 처자식이나 걱정해라!,0,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,21,52,세상이 바뀌고 있습니다.,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,21,50,개관들 내일 생각 잘해라,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,20,2,낼장 급등 할수 밖에 없는 모멘트 4종,0,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,20,0,야들아! 내일장 기대된다.,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,19,47,카카오는,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,19,23,카카오 올해 코로나 쇼크 후 13찍고 40올라온건가요?,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,19,16,대한민국에서 주식 젤 잘하는,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,17,55,갓카오 다음주,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,17,37,다음부동산 만들어라,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,17,28,아직도 안티들 글 보면서,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,17,7,내일 카카오 떡상하겟다. ~~~~,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,16,53,카카오게임즈 예상 목표가,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,8,15,지금 증시는 폭탄 돌리기 중!,0,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,7,33,카카오 또 대박 오르겠네요 (카카오뱅크 공모),1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,4,22,증권사들 대부분 리포트를 보면,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,23,46,내가 말하고싶은건,0,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,23,6,갑자기 든 생각인데....,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,22,48,주식계속할거죠?,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,22,28,nice**** 카카오 걱정마라! 니 처자식이나 걱정해라!,0,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,21,52,세상이 바뀌고 있습니다.,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,21,50,개관들 내일 생각 잘해라,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,20,2,낼장 급등 할수 밖에 없는 모멘트 4종,0,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,20,0,야들아! 내일장 기대된다.,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,19,47,카카오는,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,19,23,카카오 올해 코로나 쇼크 후 13찍고 40올라온건가요?,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,19,16,대한민국에서 주식 젤 잘하는,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,17,55,갓카오 다음주,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,17,37,다음부동산 만들어라,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,17,28,아직도 안티들 글 보면서,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,17,7,내일 카카오 떡상하겟다. ~~~~,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,16,53,카카오게임즈 예상 목표가,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,15,42,십만원 가까이 하던게..사십만원이네..,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,15,18,"""당췌""가 뭔말인지 아는 사람 ....강원도 산골 사투리인가?",1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,15,6,카카오 파란색이니까 너무슬퍼,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,14,45,"나, 부인, 아들, 딸, 엄마, 아빠. 장인어른, 장모님 다 합쳐서 3억 이면 대주주..기재부 작품",0,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,13,22,안티들 주말에도 남걱정 ㅈㄴ 하는구나 ㅋㅋㅋ,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,12,56,응안내려가,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,12,40,지금 많이 오른 주식은,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,12,0,기술주 떡락,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,11,15,배당주계절,1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,10,17,초절정고수,0,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,8,15,지금 증시는 폭탄 돌리기 중!,0,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,7,33,카카오 또 대박 오르겠네요 (카카오뱅크 공모),1,2020년 9월 7일 월요일,,
2020년 9월 6일 일요일,일요일,4,22,증권사들 대부분 리포트를 보면,1,2020년 9월 7일 월요일,,
2020년 9월 7일 월요일,월요일,23,38,카카오 시총 34조 한국전력 시총 13조 한국자본주의 멋지게 돌아가노,0,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,23,29,연두핸님 잠수 타셨습니까?,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,23,11,액면분할,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,22,57,난 토론방 보면...,0,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,22,56,니 마누라나 니 정신(=사랑)생각해 ...다. 외모=정신 똑바름=사랑,0,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,22,49,카카오야,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,22,24,카카오버리고 필로시스헬스케어샀는데,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,21,52,●카카오 시가배당수익률 ((2019.12)) 0.03% 전량매도!!?,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,21,50,븅 돌대기리들,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,21,7,이번주까지 눌려있다가 다음주에 올라갈 기세네요,0,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,20,53,■ 개미투자자를 위한 한국주식투자연합회,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,20,31,낼 42만 회복,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,20,27,초절정고수,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,20,1,하 형님들 ㅜ,0,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,19,59,네이버에서 왔습니다.,0,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,19,59,안티들,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,19,54,저 망했습니다 한강 가렵니다..,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,19,48,저 망했습니다 한강 가렵니다..,0,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,19,35,삼전 풀매도 카카오 풀매수 공룡 왔다.,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,19,35,존리 개미 단타 치는것 만 우려스럽냐?,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,19,24,지금사면,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,19,5,와우..,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,18,49,33살에 1억 5천 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,18,33,이번주 하락장부탁해,0,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,18,33,악재 떴음?,0,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,18,33,악재 떴음?,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,18,33,이게잡주였다니.....,0,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,18,11,오늘 번 2천만원,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,18,6,앞으로 카카오가 오를일은 없다,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,17,52,긍정은 긍정을 낳고 부정은 부정을 낳는법,1,2020년 9월 8일 화요일,,
2020년 9월 7일 월요일,월요일,17,39,카카오 100만원 반드시 돌파할 이유~,1,2020년 9월 8일 화요일,,
