날짜,토론,label
2020.11.26 09:46,우량주는 다르긴 한듯,1 
2020.11.26 09:46,40층에서 힌번 털었어야했어.....,0 
2020.11.26 09:46,자자 흑우들,0 
2020.11.26 09:46,설레발 금지,1 
2020.11.26 09:46,때려죽여도 안팔아 ♥♥♥♥♥,1 
2020.11.26 09:45,38층 가자,1 
2020.11.26 09:44,국민주 카카오,1 
2020.11.26 09:44,"오는 1만원 가긋어, 당근 내일은?",
2020.11.26 09:44,가라!!! 킹카오,1 
2020.11.26 09:43,이런분위기,
2020.11.26 09:39,79주 평단 29인데 어쩌죠 어떡할까요,
2020.11.26 09:39,가격을 예측하지마라,
2020.11.26 09:38,단타쟁이,
2020.11.26 09:36,지금이 단기 고점!,0 
2020.11.26 09:30,외국긴 수익실현,0 
2020.11.26 09:29,진보성향인데,
2020.11.26 09:14,500명 넘었단다,
2020.11.26 09:11,카카오가 갈 차례다. 이제.,1 
2020.11.26 09:11,38 메이데이메이데이!!,
2020.11.26 09:03,기관은 매물이 많은가보네,0 
2020.11.26 08:56,안오른다 꿈깨라 ㅋㅋㅋ,0 
2020.11.26 08:54,엘지화학 셀트리온,
2020.11.26 08:53,"카카오, 오늘 조짐이 심상치 않네, 오늘 10,000",1 
2020.11.26 08:41,"게시판에 목숨을 거는구나,,,,쓸모없는 문과 찌질이들^^",
2020.11.26 08:44,"나 좀 처리해봐,,,,나 안바빠도 바뻐^^",
2020.11.26 08:35,500000,1 
2020.11.26 08:26,오래전부터 카카오 사야한다고,1 
2020.11.26 08:20,호재 카카오 아마존 그이상,1 
2020.11.26 08:11,"나 니네 관심없어,,,,,미친 ㅎ",
2020.11.26 07:29,업비트 두나무지분 카카오,
2020.11.26 06:58,애증 카카오,0 
2020.11.26 06:28,오늘은 4찍고 5가자,1 
2020.11.26 06:28,오늘은 4찍고 5가자,1 
2020.11.26 06:25,비싸도 넘 비싼듯~,0 
2020.11.26 05:37,"살기좋은 전북,,,,의식주가 공짜,,,,",
2020.11.26 04:06,제2의네이버,1 
2020.11.26 01:56,2020년 11월 25일 디테일 시황 분석,
2020.11.26 01:47,카카오 상 함 쳐야지?,1 
2020.11.26 00:22,"줌비디오4프로, 아마존 2프로 이상 꿀잠들 자이소",1 
2020.11.26 00:19,삼성전자빼면 시체야 한국주식은,0 
2020.11.26 00:17,아마존 이 움직인다,1 
2020.11.25 23:38,미장보니 내일 카카오 가겠네요,1 
2020.11.25 22:47,영두 타령좀 그만해라 ㅋㅋ,
2020.11.25 21:29,저녁까지 코로나 470명넘음,
2020.11.25 21:27,아 진짜 언제 오르냐 ㅠㅠ,0 
2020.11.25 20:56,때려죽여도 안팔아 ♥♥♥♥♥,1 
2020.11.25 20:54,때려죽여도 안팔아 ♥♥♥♥♥,1 
2020.11.25 20:45,경찰기동대 식대 올리는데 데모 않나요,
2020.11.25 20:43,때려죽여도 안팔아 ♥♥♥♥♥,1 
2020.11.25 20:41,유앵두,
2020.11.25 20:25,이거,
2020.11.25 19:52,삼전 낼부터 조정 크게 들어간다.,
2020.11.25 19:44,오프라인 강연 안내 월급/주식/부동산 원데이클래스 (강남 / 부산) https://m.booking.,
2020.11.25 19:44,오늘 입성하였습니다,1 
2020.11.25 19:33,친문 신적페 이중인격자 집단 위선자들,
2020.11.25 19:18,내일은 카카오가주도주 날이 되기를,1 
2020.11.25 18:50,햇빛볼일 없다,0 
2020.11.25 18:50,3개월째 물려있는데 본전찾을려면,0 
2020.11.25 18:42,올 겨울은 동면 안하고 밖으로 싸돌아 다니는 사람들 코로나 많이 걸릴듯.,
2020.11.25 18:26,주식계엔 용느와 영두가 있다,
2020.11.25 18:05,시외 폭등;; 헐;; 무슨호재인가요???;;,1 
2020.11.25 18:00,2021년 카카오 100만원 갑니다,1 
2020.11.25 17:40,낼 장대양봉이야~~~~,1 
2020.11.25 17:36,자꾸 카카소를 치게되네,
2020.11.25 17:32,앵두 따까리들아 짖어라 ㅋㅋㅋㅋㅋㅋ,
2020.11.25 17:29,앵두가 노답인점,
2020.11.25 17:29,모건 OOO,
2020.11.25 16:58,카카오뱅크,
2020.11.25 16:19,네이버 카카오는 100만원짜리,1 
2020.11.25 16:08,"년말목표가 987,000 원 제시합니다",1 
2020.11.25 16:08,에휴~,
2020.11.25 16:08,작두 유앵두,
2020.11.25 15:48,☆☆《카카오》마감시황《속보》 ☆☆,
2020.11.25 15:38,때려죽여도 안팔아 ♥♥♥♥♥,1 
2020.11.25 15:38,정신차려라,
2020.11.25 16:00,정신차려라,
2020.11.25 15:36,개미 더럽게 붙네 ㅡㅡ,1 
2020.11.25 16:04,개미 더럽게 붙네 ㅡㅡ,1 
2020.11.25 15:36,내일은카카오 입니다,1 
2020.11.25 15:33,어제 올린거..,
2020.11.25 15:21,다시 말하지만 오늘 외국인이 계속 사다가,
2020.11.25 15:15,형들 이거 봐봐,
2020.11.25 15:09,ㅋㅋㅋ 운전하는놈 대단하다,
2020.11.25 15:08,아직도 비싸다,0 
2020.11.25 15:09,때려죽여도 안팔아 ♥♥♥♥♥,1 
2020.11.25 15:06,때려죽여도 안팔아 ♥♥♥♥♥,1 
2020.11.25 15:04,때려죽여도 안팔아 ♥♥♥♥♥,1 
2020.11.25 15:03,카카오도 셀트리온처럼 백신개발 성공 이런기사 보고싶어요,
2020.11.25 15:02,코로나백신 + 탈모치료 = 대웅제약,
2020.11.25 15:02,31층 엘레베이터 눌러놈,0 
2020.11.25 15:00,응 안팔아~,1 
2020.11.25 15:00,때려죽여도 안팔아 ♥♥♥♥♥,1 
2020.11.25 14:59,박스피박스피,0 
2020.11.25 14:56,때려죽여도 안팔아 ♥♥♥♥♥,1 
2020.11.25 14:56,설레발 그만~,1 
2020.11.25 14:55,때려죽여도 안팔아 ♥♥♥♥♥,1 
2020.11.25 14:52,절대 안팔거지롱 ? ? ?,1 
2020.11.25 14:50,추매의 바람이,
2020.11.25 14:48,우리나라 증시는 썩었음 미장으로 가자,0 
2020.11.25 14:48,2주간 거래정지 수준이네 ㅋㅋㅋㅋ,0 
2020.11.25 14:47,우엥 카카오 나ㅃㅏ ㅡㅜ,0 
2020.11.25 14:46,어제올린거,
2020.11.25 14:45,투신이 미쳤네....,
2020.11.25 14:41,"400,000 원에 10,000,000 주만 사 두거라",1 
2020.11.25 14:38,ㅋㅋㅋㅋㅋㅋㅋㅋ코스피 시총 10위 이내중에 언택트 빼고 다 슈팅한번씩 주네,0 
2020.11.25 14:35,같이 빠지네ㅠ,0 
2020.11.25 14:31,다른거 오를때 내리고,0 
2020.11.25 14:31,아오 병형신들,0 
2020.11.25 14:30,카카오가 떨어지는 이유,0 
2020.11.25 14:24,울 나라 개관은 3천을 가도 수십조를 팔아 치울 기세네.,0 
2020.11.25 14:22,긴 장대 음봉,0 
2020.11.25 14:19,추세가 바뀌었네요,
2020.11.25 14:10,내일부터 카카오 네이버 오르겠군,1 
2020.11.25 14:04,내일은 코스피 지수 더 떨어진다.,0 
2020.11.25 13:58,앵두 채팅방,
2020.11.25 13:56,2차전지 주도주,
2020.11.25 13:56,카카오 떨어지는 이유,0 
2020.11.25 13:50,앵두 방송 한 다음날,
2020.11.25 13:52,앵두 방송 한 다음날,
2020.11.25 13:46,유대금융이 팔고 있으니~~ 폭락,0 
2020.11.25 13:31,실수요자 중심 주택청약개선 국민청원,
2020.11.25 13:28,오 연기금 매수로 바뀌었네요..,1 
2020.11.25 13:13,다음 오를 순서 카카오다,1 
2020.11.25 13:07,너무해,0 
2020.11.25 13:01,지난주에 6% 장대양봉 뜬다더니 ㅋㅋ 유모씨,0 
2020.11.25 12:51,아프냐?,
2020.11.25 12:45,손절.유영두 옆작두.,
2020.11.25 12:45,카카오 의장누구야??배당+자사주매입 할꺼지?,0 
2020.11.25 12:33,유대 자본 나갔음,0 
2020.11.25 12:33,"앵두가 방금 그러는데, 지금 사래 ㅎ ㅎ",
2020.11.25 12:19,역시 앵두 반대로하길 잘했음 ㅋㅋ,
2020.11.25 12:17,왜 계속,
2020.11.25 12:17,왜 계속,
2020.11.25 12:15,와~~~,
2020.11.25 12:10,올해엔 38,1 
2020.11.25 11:48,..,
2020.11.25 11:46,셀트 상한가,
2020.11.25 11:42,왜 떨어지는 거죠?,0 
2020.11.25 11:41,영두 마음속엔 오직,
2020.11.25 11:38,"함양 미달, 인성 부족 정치인을 법무장관에",
2020.11.25 11:37,셀트 상한가,
2020.11.25 11:37,셀트리온 아웃 외치던 영두 아웃~~,
2020.11.25 11:29,몇달째 주가가 요모양이면,0 
2020.11.25 11:27,36.9에 20% 정도 들어갔는데,
2020.11.25 11:20,영두형 나 찐팬인데,
2020.11.25 11:16,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2020.11.25 11:16,평단 38.2층 10주,
2020.11.25 11:15,총 맞았네 ㅋㅋ,0 
2020.11.25 11:12,카카오,
2020.11.25 11:12,야들아 셀트 형제들 날라간다,
2020.11.25 11:05,왜 자꾸 방송에서 떠들까?,
2020.11.25 10:58,하방,
2020.11.25 10:57,삼전우나 LG화학으로 오세요,0 
2020.11.25 10:56,카 카 카오 빠를 사랑해,
2020.11.25 10:52,윤석열 대 추미애,
2020.11.25 10:49,범수야??주가 관리 좀 해라??,0 
2020.11.25 10:47,코스피는 역대급 상승세인데..,0 
2020.11.25 10:45,개관,0 
2020.11.25 10:44,거래량 없는 하락,0 
2020.11.25 10:41,미래를 보고 저는,
2020.11.25 10:36,시가에 안팔고 우물쭈물 하다가...,
2020.11.25 10:36,이 종목을 주도주로 믿고 있는 사람들아,0 
2020.11.25 10:34,외인 기관 개인 다 파네~~,0 
2020.11.25 10:34,이렇게 쳐올라온 종목을 쳐사라고,0 
2020.11.25 10:29,필독...여자의 적은 여자..개미의 적은 개미..영두 아웃~~,0 
2020.11.25 10:28,"지금의 프로그램을 보면, 답이 나온다.",
2020.11.25 10:24,갓카오가,1 
2020.11.25 10:23,판사람 바보 지금은 매수 구간,1 
2020.11.25 10:20,42만까지는 어떻게 올라갔던거냐ㅋ,0 
2020.11.25 10:18,풀 땡건다 매수,1 
2020.11.25 10:17,앵두 냉정하게 생각해보자,
2020.11.25 10:15,모건성님 공포의 매도가 끝난듯,1 
2020.11.25 10:13,무조건 잡아라 돈이다,1 
2020.11.25 10:11,카카오,
2020.11.25 10:11,삼성전자 우로 오세요,0 
2020.11.25 10:07,개인만 즌나사ㅋㅋ,0 
2020.11.25 10:01,이럴때 카카 사는거야 나 오늘,1 
2020.11.25 09:58,윤영두 사기꾼 믿지마세요^^,
2020.11.25 09:57,"400,000 원에 10,000,000 주만 사 두거라",1 
2020.11.25 09:56,세계증시 개폭락,0 
2020.11.25 09:54,개미형들 다들 어디갔어,0 
2020.11.25 09:52,하락 랠리의 시작,0 
2020.11.25 09:51,오늘장대음봉이다.,0 
2020.11.25 09:48,시초가 절반 털었어야 할까요?,0 
2020.11.25 09:48,천기누설... 손실 만회할려면.....,
2020.11.25 09:46,사람들 참 근시안인게,
2020.11.25 09:46,ㅋㅋㅋ 얘 주도주 탈락된지오랜대 ㅋㅋ,0 
2020.11.25 09:45,오늘너네,
2020.11.25 09:45,나이스 드디어 떨어지는구나,0 
2020.11.25 09:45,네이버 카카오,
2020.11.25 09:42,뻑 쿠,
2020.11.25 09:42,언텍주시대는 갔다,0 
2020.11.25 09:41,카카오 당분간 재미없을듯,0 
2020.11.25 09:40,역시 개미들은 총알받이다,0 
2020.11.25 09:36,카카오하루이틀보냐,0 
2020.11.25 09:34,이야 jp모건 5만 주로 운전 잘하네,
2020.11.25 09:32,안팔어!,1 
2020.11.25 09:32,참아라,
2020.11.25 09:32,ㅋㅋㅋ 안팔꺼지롱 ㅗㅗㅗㅗㅗ,1 
2020.11.25 09:32,당분간 외인들 차익실현,0 
2020.11.25 09:31,유영두 회장님 못믿냐,
2020.11.25 09:31,에이 개 잡주,0 
2020.11.25 09:30,갑자기?,
2020.11.25 09:30,ㅋㅋㅋ 폭락이다,0 
2020.11.25 09:30,주봉으로 볼때 이번주 계속 이럴듯,
2020.11.25 09:29,그래프 미쳤나ㅋㅋㅋ,
2020.11.25 09:29,종가 보합 내일 슛팅,1 
2020.11.25 09:29,곧 폭락 가능성! 99%,0 
2020.11.25 09:29,카카오야,
2020.11.25 09:29,튀어라 벽도 없다,0 
2020.11.25 09:29,아~ 모건형~~~,
2020.11.25 09:27,너무하네 진짜 ㅋㅋㅋ,0 
2020.11.25 09:27,너무하네 진짜 ㅋㅋㅋ,0 
2020.11.25 09:27,먹은거 다시 뱉네ㅋㅋㅋㅋㅋ,0 
2020.11.25 09:27,Rsi조정 주려고 이러는 거 같음,
2020.11.25 09:26,와.... 진짜 잣됐구만... 젝일 ㅠㅠ,0 
2020.11.25 09:26,37만원대가 단기 고점,0 
2020.11.25 09:26,ㅎㄷ ㄷ,
2020.11.25 09:25,연말에만 40층만 와줘,1 
2020.11.25 09:25,37만원,
2020.11.25 09:24,장난,
2020.11.25 09:23,튀어,0 
2020.11.25 09:23,진짜 개소름이네,0 
2020.11.25 09:23,희대의 개 쓰레기잡주네,0 
2020.11.25 09:22,어제보다 싸다 탓다 갸꿀,1 
2020.11.25 09:22,초상집 분위기로 만들었네. 대단하다. 개관...개미들 힘 못쓰니 바로 달려드네.,0 
2020.11.25 09:22,갑자기 왜 그러죠?,
2020.11.25 09:21,모건이가,
2020.11.25 09:21,내가 머랫냐,
2020.11.25 09:20,외인이 사면 산다고 같이사고,
2020.11.25 09:20,여기 뭐 옵션걸려있냐?,
2020.11.25 09:19,다나가,
2020.11.25 09:17,젖GGA 안판다,1 
2020.11.25 09:16,추세 하락 전환,0 
2020.11.25 09:15,38만 강하게 뚫어주면,1 
2020.11.25 09:15,젓갈,
2020.11.25 09:12,지금 카카오 밀어줄때가 아닌가보네,0 
2020.11.25 09:11,종목 교체가 답이다.,0 
2020.11.25 09:10,38가서 놀아라. 지수가 3000가는 동안 조정만 하면 손가락만 빤다.,1 
2020.11.25 09:07,대주주 왕개미들,
2020.11.25 09:06,조정에 지친 개미들 다 떨어져 나가면 삼전처럼 달릴거야.,1 
2020.11.25 09:00,오늘삼성전자7만찍는다 75000가자,
2020.11.25 08:52,40은 금방간다 ㅎㅎ,1 
2020.11.25 08:46,시가에,
2020.11.25 08:41,Big Cycle 재테크방법론,
2020.11.25 08:40,향후 공매도 타겟이 될 가능성이 있지 않을지,0 
2020.11.25 07:48,요즘 핫한거는 다 가지고있어요,1 
2020.11.25 07:35,언텍 기술주 폭등,1 
2020.11.25 07:29,"""연내 글로벌 증시서 기관자금 334조원 이탈"" _매경 뉴스",0 
2020.11.25 07:25,##[속보]다우 ‘꿈의 3만 고지’ 돌파,
2020.11.25 07:04,미국장 언택트 업종만 하락,0 
2020.11.25 07:45,미국장 언택트 업종만 하락,0 
2020.11.25 07:44,미국장 언택트 업종만 하락,0 
2020.11.25 05:01,우리 갓카오,1 
2020.11.25 02:53,ㅋㅋㅋㅋ,
2020.11.25 02:16,카카오,
2020.11.25 02:10,이젠,
2020.11.25 01:01,앵두 무수리들아 울부짖어라,
2020.11.25 00:30,카카오와 게임즈 한장 ㅋㅋㅋ,
2020.11.25 00:05,11월 중,
2020.11.24 23:23,분석해보니,
2020.11.24 23:12,'아직 카카오는' 목소리의 시작,
2020.11.24 23:09,내년 주도주다,1 
2020.11.24 22:45,손절말 듣고 엘지화학 파신분 계시나요?,
2020.11.24 21:51,제발 팔지말구 가지고 계세요,1 
2020.11.24 21:27,"년말목표가 987,000 원 제시합니다",1 
2020.11.24 21:31,"년말목표가 987,000 원 제시합니다",1 
2020.11.24 21:24,"아들아 10,000,000 주만 사 두거라",1 
2020.11.24 21:14,2021년 4대천왕주 전격공개,
2020.11.24 20:42,개인들은,
2020.11.24 20:24,Ac,0 
2020.11.24 20:23,슬금슬금 올라가지요?,1 
2020.11.24 20:11,목표가 50만원 너무 비현실적이냐,1 
2020.11.24 19:42,실수요자 중심 주택청약개선 국민청원,
2020.11.24 19:37,이거 잘하면... 삼성이나 이런데 잔치 끝나고 돈 다 열로모이면...,1 
2020.11.24 19:24,"400,000 원에 10,000,000 주만 사 두거라",1 
2020.11.24 20:22,"400,000 원에 10,000,000 주만 사 두거라",1 
2020.11.24 19:23,순식간에 상간다 ㅡ추매 장투하라 언능,1 
2020.11.24 19:23,12월 10일,
2020.11.24 19:18,간단하게 예측해볼께요!,
2020.11.24 18:48,연말연초,
2020.11.24 18:44,외국인들이 조금씩 꾸준하게 사고 있구만,1 
2020.11.24 18:39,ㅋㅋㅋ 존나비싸,0 
2020.11.24 18:38,아마,
2020.11.24 18:31,60일선,
2020.11.24 18:18,평단 20만원대 주주님들 언제 익절?,0 
2020.11.24 18:15,38선까지 횡보하는 이유,
2020.11.24 17:55,딱 보믄 모리나,
2020.11.24 17:55,월초 개미들에 매수 연말 외인들의 매수,1 
2020.11.24 17:49,이제 남은건,
2020.11.24 17:49,존리 가라사대,
2020.11.24 17:43,개미들,
2020.11.24 18:18,평단 20만원대 주주님들 언제 익절?,
2020.11.24 18:15,38선까지 횡보하는 이유,
2020.11.24 17:55,딱 보믄 모리나,
2020.11.24 17:55,월초 개미들에 매수 연말 외인들의 매수,
2020.11.24 17:49,이제 남은건,
2020.11.24 17:49,존리 가라사대,
2020.11.24 17:43,개미들,
2020.11.24 17:26,개미들이 계속 떤지는데 높은가격에 외인은 계속 산다 왜냐?,1 
2020.11.24 17:12,카카오는 개미들이 문제다.,
2020.11.24 17:02,헷,
2020.11.24 16:40,넘 좋은일시켜주는 개미들,1 
2020.11.24 16:36,개인들만 싸게 안팔면 더 오를것을,1 
2020.11.24 16:30,오늘 카카오가 오른 이유,1 
2020.11.24 16:24,외쿡애들이 꾸준히 매집하는 이유가~??,1 
2020.11.24 15:49,내일은 38 가자.,1 
2020.11.24 15:46,☆☆《카카오》마감시황《속보》 ☆☆,
2020.11.24 15:44,우상향,1 
2020.11.24 15:40,우린지금 dmz 매물대,
2020.11.24 15:38,ㅋㅋㅋ6일 연속 개인 풀매도,0 
2020.11.24 15:38,lg화학 보면 모르겠니,
2020.11.24 15:35,NAVER 와 9만원차이...,0 
2020.11.24 15:33,수급좋고 낼 38찍고,1 
2020.11.24 15:13,그거알제,
2020.11.24 15:01,카카오야 40넘어가서 놀자.,1 
2020.11.24 14:31,40만원 한방에 돌파위해,1 
2020.11.24 14:22,지금 주가는 단기 고점,0 
2020.11.24 15:39,엘화는잘오르는데 카카오은개잡주네시바,0 
2020.11.24 14:11,얘는 장마감 마춰서 보합하더라,0 
2020.11.24 14:07,37층 굳히기~,1 
2020.11.24 14:05,미국 수소관련주 대폭등,
2020.11.24 13:57,38층인데 손절할까,0 
2020.11.24 13:55,두달을 시궁창에 처박혀있었는데,0 
2020.11.24 13:54,개인들이 판거 외인이 다 주워먹네,1 
2020.11.24 13:47,또 돌아왔노,
2020.11.24 13:41,영두영두 거리는데 영두가 누구냐? 용느같은 애냐?,
2020.11.24 13:32,카카오 망해라~,0 
2020.11.24 13:28,카카오 망해라,0 
2020.11.24 13:18,외인이 계속 산다는건,1 
2020.11.24 13:14,오늘 개미들 팔겠네,0 
2020.11.24 13:13,42층에서 개처물려서,0 
2020.11.24 13:13,다시,
2020.11.24 13:11,카카오 삼디 주먹 꽉쥐고간다 난 아직 배고프다,1 
2020.11.24 13:04,카카오 개관들 외인한테 지분 다 넘기네 머저리 매국노,0 
2020.11.24 12:59,카카오 좀 팔아서 네이버를 산 내 손가락을,0 
2020.11.24 12:56,지수가 3000간다 지수정도는 가야지,0 
2020.11.24 12:51,제발 팔고 나가줘,1 
2020.11.24 12:46,짱나네증말,0 
2020.11.24 12:45,어제는반도체 삼전,
2020.11.24 12:40,징징이들 많네,1 
2020.11.24 12:33,반쪽짜리 국민주,0 
2020.11.24 12:30,상한번갈듯,1 
2020.11.24 12:25,앵두할배,
2020.11.24 12:16,종목 교체가 답이다.,0 
2020.11.24 12:14,이것이 진정한 검찰개혁일까?,
2020.11.24 12:10,오늘 입성,1 
2020.11.24 12:06,계속 위에서 물량을 파네.,0 
2020.11.24 12:03,고마 쳐내려라,0 
2020.11.24 12:02,아무래도 오후에는,
